|-------------------|------|-------------|-------------------------|---------|
| 1718756833.766244 | 0201 |           8 | 0f 00 00 00 00 00 35 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756833.796245 | 0201 |           8 | 0f 00 00 00 00 00 30 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756833.826242 | 0201 |           8 | 0f 00 00 00 00 00 34 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756833.856257 | 0201 |           8 | 0f 00 00 00 00 00 37 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756833.886236 | 0201 |           8 | 0f 00 00 00 00 00 35 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756833.916231 | 0201 |           8 | 0f 00 00 00 00 00 36 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756833.936006 | 0080 |           1 |                      01 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756833.936388 | 0181 |           8 | 27 00 cc 00 00 00 00 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756833.936626 | 0281 |           8 | 1a 00 f9 01 aa 28 36 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756833.936832 | 0381 |           6 | 00 00 ff 3f f2 ff       | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756833.937054 | 0481 |           7 | 35 13 05 00 01 00 00    | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756833.937451 | 0201 |           8 | 0f 00 00 00 00 00 32 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756833.957581 | 0201 |           8 | 0f 00 00 00 00 00 37 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756833.977515 | 0201 |           8 | 0f 00 00 00 00 00 4a 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756833.997546 | 0201 |           8 | 0f 00 00 00 00 00 36 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.027226 | 0201 |           8 | 0f 00 00 00 00 00 34 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.057227 | 0201 |           8 | 0f 00 00 00 00 00 36 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.087220 | 0201 |           8 | 0f 00 00 00 00 00 34 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.117215 | 0201 |           8 | 0f 00 00 00 00 00 36 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.147213 | 0201 |           8 | 0f 00 00 00 00 00 35 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.177213 | 0201 |           8 | 0f 00 00 00 00 00 34 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.207207 | 0201 |           8 | 0f 00 00 00 00 00 37 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.237209 | 0201 |           8 | 0f 00 00 00 00 00 36 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.267200 | 0201 |           8 | 0f 00 00 00 00 00 32 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.297200 | 0201 |           8 | 0f 00 00 00 00 00 35 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.327201 | 0201 |           8 | 0f 00 00 00 00 00 3e 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.357199 | 0201 |           8 | 0f 00 00 00 00 00 34 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.387193 | 0201 |           8 | 0f 00 00 00 00 00 36 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.417191 | 0201 |           8 | 0f 00 00 00 00 00 35 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.447188 | 0201 |           8 | 0f 00 00 00 00 00 35 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.477186 | 0201 |           8 | 0f 00 00 00 00 00 36 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.507182 | 0201 |           8 | 0f 00 00 00 00 00 35 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.537181 | 0201 |           8 | 0f 00 00 00 00 00 36 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.567179 | 0201 |           8 | 0f 00 00 00 00 00 36 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.597175 | 0201 |           8 | 0f 00 00 00 00 00 33 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.627173 | 0201 |           8 | 0f 00 00 00 00 00 35 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.657169 | 0201 |           8 | 0f 00 00 00 00 00 31 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.687168 | 0201 |           8 | 0f 00 00 00 00 00 36 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.717170 | 0201 |           8 | 0f 00 00 00 00 00 36 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.747163 | 0201 |           8 | 0f 00 00 00 00 00 36 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.777160 | 0201 |           8 | 0f 00 00 00 00 00 35 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.807158 | 0201 |           8 | 0f 00 00 00 00 00 35 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.837156 | 0201 |           8 | 0f 00 00 00 00 00 36 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.867154 | 0201 |           8 | 0f 00 00 00 00 00 35 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.897147 | 0201 |           8 | 0f 00 00 00 00 00 32 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.927147 | 0201 |           8 | 0f 00 00 00 00 00 38 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.946922 | 0080 |           1 |                      01 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.948516 | 0181 |           8 | 27 00 cd 00 00 00 00 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.948754 | 0281 |           8 | 1a 00 fb 01 9a 28 38 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.948960 | 0381 |           6 | 11 00 00 c0 02 00       | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.949185 | 0481 |           7 | 6e 0e 05 00 00 00 00    | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.949583 | 0201 |           8 | 0f 00 00 00 00 00 3b 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.969500 | 0201 |           8 | 0f 00 00 00 00 00 36 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756834.989429 | 0201 |           8 | 0f 00 00 00 00 00 35 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756835.009463 | 0201 |           8 | 0f 00 00 00 00 00 30 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756835.039141 | 0201 |           8 | 0f 00 00 00 00 00 35 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756835.069134 | 0201 |           8 | 0f 00 00 00 00 00 37 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756835.099133 | 0201 |           8 | 0f 00 00 00 00 00 35 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756835.129131 | 0201 |           8 | 0f 00 00 00 00 00 35 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756835.159127 | 0201 |           8 | 0f 00 00 00 00 00 39 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756835.189125 | 0201 |           8 | 0f 00 00 00 00 00 36 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756835.219124 | 0201 |           8 | 0f 00 00 00 00 00 33 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756835.249120 | 0201 |           8 | 0f 00 00 00 00 00 38 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756835.279118 | 0201 |           8 | 0f 00 00 00 00 00 36 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756835.309116 | 0201 |           8 | 0f 00 00 00 00 00 35 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756835.339112 | 0201 |           8 | 0f 00 00 00 00 00 38 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756835.369109 | 0201 |           8 | 0f 00 00 00 00 00 37 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756835.399108 | 0201 |           8 | 0f 00 00 00 00 00 33 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756835.429115 | 0201 |           8 | 0f 00 00 00 00 00 34 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756835.459105 | 0201 |           8 | 0f 00 00 00 00 00 35 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756835.489100 | 0201 |           8 | 0f 00 00 00 00 00 37 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756835.519097 | 0201 |           8 | 0f 00 00 00 00 00 31 00 | can0    |
|-------------------|------|-------------|-------------------------|---------|
| 1718756835.549093 | 0201 |           8 | 0f 00 00 00 00 00 37 00 | can0    |
